customerid,age,tenure,usage_frequency,support_calls,payment_delay,total_spend,last_interaction,gender_Male,subscription_type_Premium,subscription_type_Standard,contract_length_Monthly,contract_length_Quarterly
63847,65,5,17,3,30,221,28,False,False,False,True,False
15020,57,25,17,2,5,505,26,False,False,True,False,False
22913,31,56,10,9,8,898,1,True,True,False,True,False
37865,54,10,20,4,15,259,19,True,False,False,False,False
11285,32,24,22,2,18,870,27,True,False,True,False,True
18023,18,26,13,1,16,107,27,False,False,False,True,False
29575,42,22,3,3,20,789,21,False,True,False,False,False
57319,48,51,19,7,20,542,10,True,False,True,False,True
16514,41,48,10,7,24,624,7,True,False,False,False,True
44828,43,11,16,9,26,742,16,False,False,False,True,False
54586,42,50,2,8,28,584,16,True,True,False,False,True
9442,30,48,8,1,13,896,5,True,False,True,False,True
12881,30,53,3,8,6,102,23,True,False,False,False,False
26280,34,15,13,2,16,789,3,True,False,True,False,False
42556,43,56,17,3,5,455,25,False,False,True,False,False
30862,18,47,11,10,22,326,26,True,False,True,False,True
53698,63,36,21,0,21,168,10,False,False,True,False,False
55130,51,29,29,8,30,951,26,False,False,False,True,False
51155,59,2,2,1,12,335,16,False,False,False,False,True
19627,56,24,7,3,11,786,26,False,True,False,False,False
19432,62,34,3,5,21,729,23,True,False,False,False,True
58047,46,24,21,1,26,541,16,False,True,False,True,False
41313,40,49,23,9,27,834,25,True,True,False,True,False
45124,25,25,15,1,10,718,20,True,False,True,False,True
36160,55,30,14,7,11,271,2,True,False,False,False,True
3771,48,59,25,4,3,941,3,True,True,False,False,False
36179,41,52,29,10,14,950,24,False,True,False,False,False
32805,40,32,30,6,6,129,22,True,False,True,False,True
23030,36,53,24,3,7,878,4,False,False,False,False,True
56915,49,48,27,7,17,863,19,True,True,False,False,False
39593,65,19,29,7,17,551,29,False,False,False,False,False
26682,31,38,14,6,20,426,22,False,False,False,True,False
19291,20,7,1,6,21,967,22,False,False,True,False,False
55099,57,2,3,8,6,617,8,False,True,False,True,False
38538,34,3,11,8,23,324,28,True,True,False,True,False
56457,20,1,10,7,29,656,21,False,False,True,True,False
47211,34,49,30,7,21,850,29,True,False,True,True,False
9005,59,60,13,1,13,186,14,True,False,True,False,True
61362,49,56,15,5,19,358,18,False,True,False,True,False
7643,56,54,13,5,22,706,24,True,False,True,False,True
39661,50,48,28,1,29,320,13,True,False,False,True,False
17772,64,45,6,0,15,608,11,True,True,False,True,False
62628,19,57,23,7,27,883,18,True,False,True,True,False
14939,45,30,13,1,12,911,9,True,False,False,False,True
60735,54,7,2,2,5,335,16,True,False,False,False,False
28156,50,29,7,7,3,838,30,True,False,True,False,False
55190,35,26,25,5,22,405,14,True,False,True,False,False
62894,31,53,9,6,29,625,25,True,False,False,False,True
1717,37,59,5,5,18,876,30,True,False,False,False,False
8939,43,15,12,9,24,476,6,False,False,True,True,False
13733,55,21,30,4,20,751,17,False,True,False,False,True
13815,55,11,2,8,13,947,12,False,False,True,False,True
61590,47,44,25,8,29,314,10,True,True,False,False,False
59019,58,59,14,10,24,184,9,False,True,False,True,False
59816,57,50,23,9,27,201,1,False,False,True,False,False
28936,45,19,4,5,19,847,4,True,True,False,False,True
58167,34,54,17,5,18,706,26,True,False,False,True,False
10152,36,6,3,4,25,324,1,True,False,False,False,True
43989,19,35,10,10,28,896,22,True,False,True,False,False
33657,65,29,9,8,25,731,22,True,False,False,True,False
11235,27,16,5,4,17,208,8,False,True,False,True,False
9328,51,43,12,9,27,681,2,False,True,False,False,True
22002,60,32,11,0,10,647,23,False,False,False,False,False
42785,61,59,14,3,21,306,14,True,False,False,True,False
9957,28,46,9,0,7,204,7,True,True,False,True,False
46581,29,28,10,8,20,216,16,False,True,False,False,True
51693,59,7,1,10,25,276,18,False,False,True,True,False
34887,21,26,27,10,20,468,6,False,True,False,True,False
20275,29,53,9,9,24,264,19,False,True,False,False,True
23075,31,1,12,8,28,400,30,True,False,True,True,False
12370,26,32,16,0,3,479,21,True,True,False,True,False
21184,38,38,2,1,30,414,13,True,False,False,True,False
57313,21,50,16,10,29,857,4,True,False,False,False,False
63783,41,43,30,2,21,403,5,False,True,False,False,True
38310,40,36,5,8,9,838,19,True,False,False,False,False
45796,47,15,2,3,25,730,11,False,False,False,True,False
50049,62,20,26,7,24,727,1,False,False,False,True,False
9264,19,36,8,2,29,295,25,True,False,True,False,False
6852,31,52,15,2,6,639,12,True,False,False,True,False
51024,49,6,8,7,21,209,11,False,False,True,True,False
55011,32,41,17,9,25,378,24,True,True,False,True,False
23647,21,43,20,10,0,455,9,True,False,True,False,False
19367,39,15,9,6,2,206,17,False,True,False,False,False
12229,25,43,19,1,28,485,14,False,False,False,False,False
40597,55,54,7,7,5,746,22,False,True,False,False,False
59165,46,41,12,6,26,136,9,False,False,False,True,False
61791,38,46,1,3,24,551,16,False,True,False,True,False
56610,46,38,29,7,28,852,21,False,False,False,False,True
33690,25,52,13,2,30,839,7,False,False,False,True,False
33029,21,26,8,8,19,711,9,False,False,False,False,False
47710,59,11,3,4,23,365,10,True,False,True,False,False
16682,24,47,28,10,24,784,1,False,False,True,False,True
10859,39,50,19,3,18,161,29,False,True,False,False,True
62453,25,40,21,8,27,424,25,False,False,True,False,False
14510,54,5,3,5,23,561,30,False,False,False,True,False
40136,35,17,18,0,8,450,30,False,False,True,False,True
15454,37,26,18,6,12,410,29,True,False,True,False,True
28283,58,37,3,0,27,366,5,False,False,False,True,False
32394,58,14,5,6,20,195,12,True,True,False,False,True
3864,30,58,15,7,0,879,10,True,False,True,False,True
47416,58,37,29,7,29,294,9,False,False,True,True,False
60436,45,57,25,7,30,724,3,True,False,True,False,True
38092,22,33,30,2,4,327,9,True,True,False,False,False
27260,18,23,18,6,27,780,16,False,True,False,True,False
389,46,37,21,9,6,425,21,True,False,False,True,False
43535,53,10,4,5,26,729,25,False,True,False,False,False
13596,20,9,23,10,27,446,9,False,True,False,False,True
21992,46,8,20,10,2,681,16,False,False,True,True,False
55548,55,37,3,5,17,291,26,True,True,False,False,True
15558,61,50,27,6,13,523,26,False,False,True,False,True
7180,64,16,19,9,11,929,19,False,False,True,False,False
6001,55,18,6,3,8,677,26,True,False,True,True,False
9141,35,18,27,8,7,274,29,False,False,False,False,True
53487,27,25,12,8,19,626,5,True,False,True,False,True
2743,60,13,12,6,25,297,22,True,True,False,True,False
57583,48,50,5,8,17,381,28,True,False,False,True,False
51230,60,57,19,6,16,954,27,True,True,False,False,False
16690,52,33,7,3,29,282,21,False,False,False,True,False
18683,52,48,8,1,1,996,6,True,False,True,False,False
21736,45,59,1,1,20,891,24,True,False,False,False,True
39861,46,1,2,2,16,582,15,True,True,False,True,False
4783,18,54,14,3,18,467,30,False,False,False,True,False
22719,27,44,9,4,27,637,27,False,False,True,True,False
51297,19,29,25,9,16,988,18,True,False,False,True,False
45533,44,13,24,7,17,672,22,False,False,True,False,True
4016,56,55,8,10,29,991,20,False,False,True,False,True
21973,48,21,21,8,5,855,19,True,True,False,False,True
51506,36,25,29,8,20,906,4,True,False,True,False,True
63337,53,46,4,6,9,578,16,False,False,False,False,False
59512,46,43,20,7,20,894,7,True,True,False,False,True
18204,47,51,14,7,17,869,14,False,False,False,True,False
11515,46,14,11,7,25,893,8,True,False,True,True,False
26019,22,20,4,9,30,152,8,True,False,False,True,False
21688,40,45,12,2,0,756,27,True,False,False,True,False
26249,21,59,15,8,1,540,28,True,True,False,False,True
16535,19,52,15,9,11,686,14,False,False,False,False,True
15284,21,17,7,10,20,233,15,False,False,True,True,False
8327,35,42,19,10,21,674,7,True,False,False,False,True
9991,48,42,11,4,16,975,6,True,False,True,True,False
26449,48,33,21,4,18,225,17,False,True,False,False,False
18199,29,27,23,1,17,488,23,True,False,True,False,True
5620,42,41,14,9,15,372,9,False,False,True,False,False
40598,33,51,19,0,5,898,6,True,True,False,True,False
46228,26,5,17,0,28,168,21,False,True,False,True,False
47838,32,26,19,8,20,362,12,False,False,False,False,False
20133,26,14,9,7,0,515,6,True,False,True,False,True
19998,40,29,3,3,17,305,19,False,False,True,False,False
37434,43,48,9,5,18,955,7,False,False,False,False,False
55816,45,27,23,9,17,371,3,False,False,True,False,True
41214,41,8,11,4,15,668,3,True,False,False,True,False
16644,45,31,26,9,12,849,9,False,True,False,False,False
61173,57,45,1,8,6,861,27,True,False,True,False,False
32086,24,7,23,8,10,184,16,False,True,False,False,True
21630,40,56,21,2,7,515,29,True,False,True,True,False
8384,28,41,17,6,29,203,24,True,True,False,True,False
25977,30,45,19,5,1,586,21,False,True,False,False,True
2583,49,6,24,4,17,501,26,False,False,True,False,False
41968,36,54,13,0,29,167,27,True,False,True,False,False
38855,45,33,30,1,12,601,1,True,False,True,False,True
31565,45,45,23,1,15,871,27,True,False,True,False,False
33513,63,35,21,1,5,176,5,False,False,True,False,True
55478,47,21,23,10,27,577,24,False,True,False,True,False
3264,33,7,1,0,15,853,19,True,False,False,True,False
37687,25,46,22,1,19,933,21,False,False,False,True,False
11163,20,26,17,3,5,302,15,True,False,True,False,False
39275,36,19,9,4,7,242,24,True,False,False,False,False
25997,54,18,20,8,30,585,13,True,True,False,False,False
35856,38,46,1,9,10,979,22,False,False,False,False,True
52595,22,31,15,5,25,458,23,True,True,False,False,True
33275,41,20,8,7,0,355,1,False,False,True,False,True
1438,30,35,11,7,12,964,24,False,False,True,True,False
7228,56,8,6,7,4,247,7,False,False,False,False,True
15113,54,48,14,0,0,963,17,False,False,True,False,True
25939,47,19,4,4,21,412,19,True,True,False,False,False
9576,31,43,11,6,16,442,14,True,False,False,False,False
24127,27,17,30,5,5,428,2,False,False,True,False,False
47095,47,11,4,6,27,969,25,False,True,False,True,False
16254,34,12,18,9,6,216,6,True,False,False,True,False
180,37,1,7,4,22,699,15,True,False,True,False,False
47190,22,58,9,7,27,326,4,True,True,False,False,False
40,42,51,10,9,11,820,17,True,False,False,True,False
3263,49,1,28,6,30,370,19,False,False,True,False,False
49569,51,41,1,9,10,327,1,False,False,False,True,False
31517,62,46,22,5,25,999,3,True,False,False,True,False
44612,58,28,13,9,27,887,19,False,False,False,False,True
46701,50,32,2,9,16,452,19,True,True,False,False,True
42229,51,20,21,6,19,572,26,False,False,True,True,False
11330,62,24,26,6,26,164,7,True,True,False,False,False
62165,57,48,29,10,22,866,21,True,True,False,True,False
5591,62,41,26,4,21,973,3,True,False,False,False,True
62114,41,46,23,7,29,172,26,True,False,False,False,False
35499,63,46,6,1,5,400,17,False,True,False,False,True
61000,65,25,10,1,26,285,7,False,False,True,True,False
4994,33,35,8,2,4,546,27,False,False,False,True,False
60796,42,15,28,10,21,220,25,False,True,False,False,False
11429,63,58,29,6,24,857,8,True,True,False,False,True
54025,49,37,23,4,28,365,19,False,False,False,True,False
25225,18,13,19,7,19,158,15,True,True,False,False,False
58399,54,52,16,8,17,643,4,True,True,False,True,False
15491,43,29,5,3,9,441,18,False,False,False,False,True
24320,37,23,29,4,6,410,4,False,True,False,False,False
42329,33,9,26,7,4,794,3,False,False,False,False,False
24840,53,20,19,2,14,319,23,False,False,True,False,True
46906,63,40,10,5,21,668,20,False,False,True,True,False
50435,21,40,18,8,18,694,6,False,False,False,False,False
2714,63,42,19,7,15,132,30,True,False,False,False,True
38543,32,33,9,6,28,361,17,False,True,False,False,False
53643,22,59,1,9,22,344,26,False,True,False,True,False
28436,42,26,1,2,24,253,20,True,True,False,True,False
7742,20,12,13,9,23,679,16,True,False,True,False,True
15279,28,38,10,4,15,369,24,False,False,True,False,False
20117,42,34,22,7,3,436,20,False,True,False,False,False
6233,18,2,27,0,22,220,18,False,False,False,False,True
1989,18,8,23,2,26,273,23,False,False,True,False,True
52445,65,55,5,4,10,379,4,True,False,False,False,True
37126,36,41,18,5,15,632,29,False,False,True,True,False
62572,52,34,18,8,20,314,10,False,False,True,False,False
46387,56,48,1,6,28,285,17,False,True,False,True,False
38802,41,9,6,4,11,464,28,True,False,True,False,True
26224,64,42,23,1,17,139,30,False,True,False,False,True
63818,27,56,17,0,21,407,11,False,True,False,False,True
55149,59,56,7,10,26,110,12,True,False,True,True,False
24142,32,55,17,2,30,662,13,False,True,False,False,False
45445,25,12,28,10,6,188,2,True,True,False,True,False
23452,64,16,7,7,8,912,7,True,False,False,False,False
59965,35,60,30,0,22,605,29,False,True,False,True,False
29168,32,23,27,2,29,186,19,False,False,True,True,False
46688,65,41,23,8,17,538,10,False,False,True,False,True
10271,55,22,25,3,4,713,6,True,False,False,True,False
26432,42,59,25,6,11,728,21,True,False,True,False,True
8518,37,55,11,2,14,165,7,False,False,False,True,False
27587,32,7,7,9,19,647,22,True,True,False,False,True
3468,37,27,7,9,8,614,29,False,False,True,False,True
30300,60,8,18,1,7,914,1,False,True,False,False,False
59488,28,27,17,7,16,442,24,False,False,True,False,True
43667,26,47,15,0,16,421,20,True,True,False,True,False
41366,58,40,3,8,20,125,17,True,False,True,False,False
42004,43,51,6,7,28,573,10,False,False,False,False,False
338,42,38,18,2,18,808,6,False,False,False,True,False
44920,42,11,9,8,19,791,11,True,True,False,False,False
46527,48,31,18,8,18,496,14,False,True,False,False,False
27778,45,17,17,1,16,629,14,False,False,True,True,False
55305,58,30,14,5,28,416,7,True,False,False,True,False
25751,19,59,29,2,14,914,7,True,False,True,False,True
42725,39,37,7,1,26,863,1,True,False,True,False,False
55675,50,60,22,2,30,884,29,False,False,True,True,False
18391,23,15,30,5,27,498,17,True,True,False,True,False
52172,55,46,21,5,18,957,27,False,False,False,False,False
16454,65,48,5,5,1,251,8,True,False,True,True,False
7660,30,6,28,9,12,638,2,False,False,False,True,False
23239,25,47,1,5,10,135,26,False,False,True,True,False
52381,54,24,1,8,21,825,8,False,False,False,False,False
1982,60,13,23,8,4,215,23,True,True,False,True,False
29128,22,20,3,0,8,522,27,False,True,False,False,False
3356,44,41,20,8,14,712,23,True,False,False,False,True
10304,23,40,2,0,13,110,8,False,True,False,True,False
31005,38,1,22,6,28,617,6,True,False,False,False,True
2208,65,34,13,1,24,159,7,True,False,False,False,False
55900,32,43,8,9,17,618,14,False,True,False,True,False
51707,45,8,7,3,30,195,26,False,False,False,False,True
9079,53,2,23,6,5,436,20,True,False,False,False,True
17066,34,57,1,7,18,354,16,True,True,False,True,False
63069,61,28,16,5,24,341,13,True,False,True,False,True
47486,48,49,13,9,18,598,1,True,False,True,False,False
18587,53,50,1,0,8,369,16,True,True,False,False,False
44810,58,59,19,10,11,378,5,True,True,False,False,False
9789,62,50,5,4,24,355,9,False,False,True,True,False
38548,54,50,19,1,4,467,25,False,True,False,False,False
40239,46,36,19,4,13,582,23,True,False,True,False,False
30110,55,46,17,4,13,938,28,False,False,False,False,True
16792,37,19,22,9,15,463,14,True,True,False,False,False
46348,25,10,15,3,23,170,28,False,True,False,True,False
58772,43,42,3,7,29,621,7,False,False,False,True,False
22569,42,3,15,9,23,806,14,False,False,True,False,True
16823,38,28,7,0,30,101,9,True,True,False,True,False
23620,37,33,26,7,9,195,23,False,False,True,False,False
52023,65,13,1,3,23,473,12,False,False,False,True,False
21677,27,29,1,5,20,340,5,False,False,False,False,False
15305,62,12,10,4,30,863,27,True,False,False,True,False
27172,61,8,24,2,7,307,6,False,True,False,True,False
36421,35,39,29,7,21,795,15,False,True,False,True,False
57450,42,55,7,7,16,332,6,False,False,True,False,True
36172,59,22,1,4,6,502,14,False,False,True,False,False
55983,31,52,13,5,20,642,23,True,True,False,False,True
12688,58,41,1,0,8,212,7,False,False,False,False,True
46461,19,29,28,9,24,816,29,False,False,False,False,True
51850,37,46,28,7,25,670,7,True,True,False,False,True
43001,63,6,24,1,7,225,22,True,True,False,False,False
38142,39,37,28,7,19,414,15,True,False,True,False,True
21031,59,8,13,6,13,521,8,False,True,False,True,False
11964,33,2,22,1,12,717,21,True,True,False,False,True
49161,57,13,2,9,19,899,9,True,False,True,True,False
3279,50,37,4,4,18,997,18,True,True,False,False,False
57089,40,39,26,6,28,981,24,False,True,False,True,False
42196,65,35,16,0,27,748,4,False,True,False,False,True
55374,32,46,22,10,28,621,12,True,False,True,False,True
11891,48,11,3,2,23,831,24,True,False,True,True,False
36242,54,37,16,8,25,648,27,True,True,False,False,False
62962,25,33,7,8,28,745,18,False,True,False,False,True
51496,37,36,4,10,27,858,5,True,False,False,True,False
62073,34,44,6,5,17,588,21,True,True,False,False,True
33987,24,45,16,8,14,507,5,False,False,True,False,False
11544,24,45,23,2,5,365,13,True,False,True,True,False
36127,36,3,28,8,9,630,16,False,False,False,False,False
3773,26,2,23,7,12,710,26,True,False,True,False,False
41326,22,44,24,7,22,140,11,False,False,True,True,False
22549,55,31,30,10,12,929,16,True,False,False,False,True
48227,45,37,15,10,26,224,30,True,False,False,False,True
21484,36,51,16,9,15,217,20,True,False,False,True,False
31265,47,29,22,3,15,880,11,True,False,True,False,False
1546,32,29,21,5,15,198,25,False,False,False,False,True
46708,32,4,17,1,26,493,14,False,False,True,False,True
8055,55,51,11,4,2,927,28,False,False,False,True,False
54497,31,56,9,10,27,699,14,True,True,False,True,False
29360,48,48,4,2,14,677,2,True,False,False,False,True
45105,30,39,1,10,20,798,28,False,False,False,False,False
51271,63,37,4,5,11,566,27,True,False,False,True,False
31093,21,11,16,5,13,147,8,True,False,False,False,True
20523,33,42,27,8,2,285,18,True,False,True,True,False
55559,33,36,17,5,16,169,21,True,True,False,False,False
10963,47,50,13,6,13,427,23,True,False,False,False,True
37632,61,26,15,7,7,294,24,False,False,False,False,False
8822,52,42,8,8,1,200,9,False,False,False,False,False
49219,46,59,30,9,29,158,6,False,False,False,True,False
15446,55,15,3,6,7,967,13,True,True,False,False,True
59202,30,4,2,3,25,996,9,True,False,False,True,False
14687,26,22,7,7,10,916,20,True,False,False,False,True
32663,24,43,1,6,30,517,5,False,True,False,False,True
22861,48,45,9,4,23,325,30,False,False,False,True,False
35454,53,21,25,2,18,545,9,False,False,True,False,True
38225,27,13,19,1,15,135,29,True,False,True,True,False
24879,43,37,9,4,30,688,30,True,False,False,False,False
37203,30,39,18,5,13,477,22,True,False,True,False,False
28659,63,36,5,1,30,972,23,False,True,False,False,True
1135,46,45,16,10,23,558,2,False,False,False,False,False
54769,51,13,4,4,23,323,26,True,False,False,True,False
38139,43,13,15,4,20,720,9,False,False,True,False,True
11157,32,58,28,2,28,945,2,True,True,False,True,False
24527,63,26,28,1,8,108,29,False,True,False,True,False
19281,19,52,20,9,29,789,22,True,True,False,False,True
56293,43,36,8,7,29,313,17,False,False,True,True,False
44366,62,2,8,6,9,217,20,False,True,False,True,False
60968,50,11,21,5,28,655,14,False,False,True,True,False
3600,47,39,2,8,29,855,5,False,False,True,False,True
23098,31,19,11,8,10,722,16,False,False,True,False,True
63322,28,5,9,1,27,389,21,False,False,False,False,True
42291,50,58,27,9,2,293,18,False,False,False,False,True
39181,22,53,26,4,2,861,20,True,True,False,False,False
3248,46,1,1,6,23,110,13,True,False,False,False,True
4503,23,28,21,8,28,186,29,False,True,False,False,False
24894,54,10,22,7,18,556,4,True,False,True,True,False
34254,42,43,21,8,23,894,28,False,False,False,False,True
56269,41,49,30,5,27,915,20,True,True,False,False,True
34766,28,1,5,5,10,108,13,True,False,True,False,False
31791,65,40,28,9,14,500,22,False,True,False,False,True
30026,35,36,19,4,17,530,18,False,False,False,False,False
45494,57,3,14,5,15,604,8,True,False,True,True,False
19676,51,26,29,4,11,896,6,True,False,True,False,True
42488,63,55,5,3,20,360,9,False,False,False,True,False
50169,54,39,21,8,30,595,28,False,False,True,False,True
46749,49,38,12,0,24,288,28,False,True,False,True,False
3223,38,36,27,0,30,878,17,True,True,False,False,True
57789,26,9,1,5,13,647,26,True,True,False,False,False
59640,44,42,11,8,16,242,24,False,False,True,False,False
25963,55,37,19,9,21,210,6,True,False,False,False,True
45656,61,1,20,6,17,387,8,False,False,False,True,False
28039,41,11,18,8,30,811,6,True,False,True,True,False
56425,39,32,5,3,26,873,12,False,False,True,True,False
46846,55,27,27,10,18,384,3,True,True,False,True,False
62827,57,42,3,7,26,877,25,False,False,False,False,False
33347,43,10,26,2,2,887,2,True,False,False,False,False
45485,63,55,29,3,26,254,8,True,False,False,True,False
52006,31,49,18,7,19,811,8,True,False,True,True,False
13181,34,35,26,5,11,118,15,False,False,False,False,False
7113,44,55,3,4,10,114,6,False,False,False,True,False
13996,50,19,22,3,23,754,3,True,True,False,False,True
6826,47,39,4,0,28,141,26,True,False,True,False,False
59599,30,25,17,10,23,375,5,True,False,True,False,False
7385,19,32,8,5,2,823,26,False,True,False,False,True
29115,22,51,23,3,20,365,6,False,False,False,True,False
13585,33,41,13,4,30,335,18,False,False,False,False,True
52072,63,8,18,1,27,845,14,False,False,True,True,False
10402,44,32,12,10,23,769,8,True,True,False,True,False
24262,36,20,20,7,26,141,28,True,True,False,True,False
62434,39,56,11,10,20,606,9,False,True,False,False,True
28568,23,47,11,7,2,552,21,True,True,False,True,False
40924,61,35,29,10,7,156,29,False,False,False,False,True
1375,52,10,10,6,7,435,17,True,True,False,True,False
40979,47,55,10,2,13,590,1,False,False,True,False,False
17388,63,20,13,7,17,285,15,True,True,False,True,False
29435,55,5,17,4,7,199,1,False,False,True,False,False
12019,42,3,17,4,4,501,21,False,False,True,False,False
47442,39,9,13,10,29,174,16,False,True,False,True,False
42940,32,27,18,0,2,596,29,True,False,True,False,False
47125,43,41,6,6,22,636,8,False,True,False,False,True
9911,45,34,8,9,7,893,19,True,True,False,True,False
22717,29,13,2,4,22,692,5,False,True,False,False,False
28403,27,59,1,5,14,937,22,True,True,False,False,True
32620,29,57,9,7,12,755,26,False,True,False,False,False
3278,47,14,11,5,5,176,16,True,True,False,False,False
28421,65,22,21,9,10,939,26,True,False,False,False,False
43054,61,34,9,6,28,195,7,False,True,False,False,False
12574,54,31,10,7,11,577,4,False,False,True,False,False
56694,51,10,14,7,29,494,1,False,False,False,False,True
36305,43,58,20,0,21,214,14,True,True,False,False,False
13966,29,27,14,1,2,864,27,True,False,True,False,True
7400,48,40,10,0,25,585,17,True,True,False,True,False
4856,33,56,2,4,30,560,9,False,False,False,False,True
37674,64,6,18,1,25,857,26,False,False,False,True,False
33329,57,59,28,9,6,450,2,False,False,False,True,False
22712,39,24,19,8,20,373,23,False,True,False,False,False
41406,42,8,1,2,0,312,4,True,True,False,False,False
4517,48,31,23,4,19,872,12,False,False,False,False,False
33777,51,29,26,3,15,616,6,True,True,False,True,False
19786,39,52,22,0,2,908,25,False,False,True,True,False
50320,26,56,17,10,23,650,15,True,True,False,True,False
46973,63,3,17,3,28,299,6,False,True,False,True,False
41999,45,57,22,5,11,159,9,False,True,False,False,False
21478,27,49,27,5,6,328,9,False,False,False,False,False
17109,48,14,24,9,7,410,1,False,True,False,False,True
53563,26,53,3,9,29,314,17,True,False,False,False,False
39480,50,15,8,9,1,946,6,True,False,True,True,False
27171,56,18,19,3,29,885,29,False,False,True,True,False
47354,28,52,15,5,29,473,23,True,False,True,False,True
44815,47,18,27,9,5,857,12,False,False,False,True,False
36962,34,24,26,8,3,844,24,True,False,True,True,False
5895,56,11,2,8,22,200,26,True,True,False,True,False
26228,21,18,23,3,6,703,3,False,True,False,True,False
59474,33,24,16,7,20,289,4,False,False,True,False,True
50030,63,37,3,7,12,985,6,True,True,False,False,True
59177,50,31,25,2,30,810,27,False,False,False,True,False
49528,28,42,6,10,26,244,20,False,True,False,False,False
10205,49,15,17,0,11,953,1,True,False,True,False,False
44881,52,23,1,10,0,243,27,True,False,True,True,False
32465,49,21,22,7,4,769,4,True,False,True,False,True
43803,31,53,13,5,13,840,18,True,False,False,True,False
34875,54,21,1,4,15,310,29,False,True,False,True,False
9226,32,52,1,6,23,825,4,True,False,False,False,False
16885,50,51,24,2,26,762,10,False,True,False,True,False
525,37,13,13,8,12,439,18,False,False,True,False,True
20633,54,18,30,1,16,161,29,False,True,False,False,False
39279,51,27,6,3,13,834,7,False,False,True,True,False
59456,41,45,21,9,22,488,23,False,True,False,False,True
48799,51,58,16,6,25,131,26,True,False,True,False,True
39224,37,5,1,1,22,874,6,True,True,False,False,False
11234,43,33,20,10,8,906,18,False,False,False,False,False
20246,33,27,12,7,10,194,22,False,True,False,False,True
36816,52,34,29,9,22,881,20,True,False,False,False,True
33229,53,45,7,4,14,526,1,False,True,False,False,False
3372,20,26,22,8,24,650,2,False,False,True,True,False
54301,26,35,12,1,29,982,17,False,False,True,True,False
62074,38,59,2,3,28,768,18,False,False,False,True,False
49320,25,26,28,7,29,189,6,True,True,False,True,False
6950,33,24,13,10,9,193,5,True,False,True,True,False
31648,31,59,4,5,14,678,29,True,False,False,True,False
41909,42,15,15,2,14,448,10,True,True,False,True,False
48157,42,42,3,9,23,608,7,False,False,True,True,False
25492,30,22,2,2,11,313,28,False,False,False,False,False
48684,41,14,10,9,25,420,9,False,False,True,False,False
21104,23,58,12,0,28,106,12,False,False,False,False,False
33738,26,42,21,7,21,901,6,True,False,True,False,True
17895,41,36,21,1,23,979,20,False,False,False,False,False
9322,60,33,15,6,24,832,30,False,False,True,False,True
56675,20,56,21,6,18,555,4,True,True,False,True,False
208,18,33,18,1,22,312,29,True,False,False,False,False
12723,25,26,26,1,12,712,28,False,False,True,True,False
60501,45,54,8,9,28,988,1,False,False,True,False,True
16165,49,53,12,4,28,667,19,True,False,False,False,True
36144,47,18,8,9,17,707,26,False,False,True,False,False
37477,22,42,29,10,25,674,18,False,False,True,False,True
19842,51,23,25,0,14,765,23,False,False,False,False,False
48387,47,50,15,8,18,105,4,True,False,True,False,True
21447,26,2,26,0,10,410,13,True,False,True,False,True
9385,62,27,11,3,19,967,19,False,False,False,False,True
48435,21,55,13,4,25,221,21,False,False,False,False,True
16407,49,49,5,7,21,189,5,True,False,True,False,True
59215,51,3,21,3,22,712,4,False,True,False,True,False
22943,65,14,5,3,4,392,26,False,False,True,False,False
53175,62,29,26,6,26,353,1,False,False,False,True,False
43242,34,15,7,4,17,601,17,True,False,True,False,True
54719,40,60,12,5,30,984,28,True,True,False,False,True
34773,33,53,6,2,22,735,29,False,False,True,False,False
43614,55,4,7,0,2,725,25,False,False,True,False,True
7720,40,44,24,5,2,817,8,True,True,False,True,False
22280,48,15,28,1,9,254,21,False,True,False,True,False
58030,25,56,16,5,19,845,6,False,False,True,False,False
51416,25,53,1,3,27,102,27,False,True,False,False,True
7468,45,52,19,7,0,333,16,False,False,False,True,False
26861,19,1,10,10,21,601,24,True,True,False,False,False
51927,42,32,20,7,20,279,15,False,False,True,False,False
55209,61,37,25,7,17,894,4,True,False,True,False,True
2881,47,28,30,0,30,660,1,False,True,False,False,True
42790,45,51,2,0,16,914,26,False,False,True,False,False
30710,28,50,30,4,11,811,27,False,True,False,True,False
18162,44,50,23,1,18,743,24,False,False,False,False,False
30784,39,12,6,6,27,884,28,False,True,False,True,False
27616,40,39,7,3,12,199,10,True,True,False,True,False
27111,59,57,11,10,6,519,5,False,False,True,False,True
27305,46,13,3,10,2,977,21,False,True,False,True,False
54426,20,31,29,6,17,376,7,True,False,True,False,True
60253,57,11,4,9,30,154,20,True,False,False,True,False
63111,62,20,29,2,25,746,26,False,False,True,True,False
48448,33,34,18,6,27,110,1,False,True,False,False,False
54786,18,37,2,8,17,802,16,True,False,True,False,True
56072,46,25,14,3,22,195,15,False,True,False,True,False
49696,39,3,8,10,27,468,12,False,False,False,False,True
38749,19,7,8,2,17,424,24,True,False,True,False,False
6864,51,31,2,9,10,964,11,True,True,False,True,False
39788,29,23,4,6,20,344,3,True,False,True,False,True
56690,36,43,14,9,19,776,11,False,False,True,False,False
9319,22,40,11,0,18,942,13,True,True,False,True,False
38183,59,42,13,3,6,565,17,False,False,True,False,False
164,49,53,16,5,3,423,15,False,False,True,False,False
36183,30,52,3,3,23,750,10,True,False,False,False,False
59990,46,41,5,6,29,397,15,False,False,False,False,True
